setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
ddtodu,"Dungeons &amp; Dragons- Tower of Doom (US, 940125)",USA,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
dduxj,"Dynamite Dux (JP, Set 2)",Japan,"Set 2, FD1094 317-0094",yes,Dynamite Dux,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
ddux1,"Dynamite Dux (W, Set 1)",World,"Set 1, 8751 317-0095",yes,Dynamite Dux,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
ddux,"Dynamite Dux (W, Set 3)",World,"Set 3, FD1094 317-0096",no,,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
dynwara,"Dynasty Wars (US, 88622B-3)",USA,88622B-3,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
dynwar,"Dynasty Wars (US, 89624B)",USA,89624B,no,,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
eswatj1,"E-Swat - Cyber Police (JP, Set 1)",World,"Set 1, FD1094 317-0131",yes,E-Swat,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
eswatu,"E-Swat - Cyber Police (US, Set 3)",World,"Set 3, FD1094 317-0129",yes,E-Swat,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
eswat,"E-Swat - Cyber Police (W, Set 4)",World,"Set 4, FD1094 317-0130",no,,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtra,"Eco Fighters (AS, 931203)",Asia,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtrh,"Eco Fighters (HS, 931203)",Hispanic,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtru1,"Eco Fighters (US, 931203)",USA,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtru,"Eco Fighters (US, 940215)",USA,940215,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtr,"Eco Fighters (W, 931203)",World,931203,no,,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
eeekkp,Eeek! (Pac-Man Conversion),,Pac-Man Conversion,no,,,,no,no,1984,Epos Corporation,Platform - Climb,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
eggor,Eggor,,,no,,,,no,no,1983,Telko,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
eltonpac,Elton Pac [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Marcel Silvius,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
espradej,ESP Ra.De,Japan,,no,,CAVE 68000,,no,no,1998,CAVE,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
espradej,ESP Ra.De,World,,no,,CAVE 68000,,no,no,1998,CAVE,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
europac,Euro Pac [hb],,,yes,Pac-Man,,Pac-Man,yes,no,1980,Stefano Priore,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
ebases,Extra Bases,,,no,,,,no,no,1980,Dave Nutting Associates / Midway,Sports,,15kHz,horizontal,,,2 (simultaneous),,trackball,1
eyeszac,Eyes (IT),Italy,,yes,Eyes,,,no,no,1982,Tehstar / Rock-Ola,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
eyes,"Eyes (US, Set 1)",USA,Set 1,no,,,,no,no,1982,Tehstar / Rock-Ola,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
eyes2,"Eyes (US, Set 2)",USA,Set 2,yes,Eyes,,,no,no,1982,Tehstar / Rock-Ola,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
f1dream,F-1 Dream,,,no,,,,no,no,1988,Capcom,Racing,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
falcon,Falcon (8085A CPU) [bl],,8085A CPU,yes,Phoenix,,,no,yes,1980,,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
fantzonee,"Fantasy Zone (W, 317-0016)",World,317-0016,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzonep,"Fantasy Zone (W, 317-5000)",World,317-5000,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzone1,"Fantasy Zone (W, No Protection)",World,No Protection,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzonepr,"Fantasy Zone (W, Prototype)",World,Prototype,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzone,"Fantasy Zone (W, Rev A)",World,"Rev A, No Protection",no,,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzn2,"Fantasy Zone II - The Tears of Opa-Opa (MC-8123, 317-0057)",Japan,"MC8123, 317-0057",no,,Sega System E,,no,no,1988,Sega,Shooter - Horizontal,,15kHz,horizontal,,,1,8-way,,2
fastlane,Fast Lane (W),World,,no,,,,no,no,1987,Konami,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,2
fenixn,Fenix (Niemer) [bl],,Niemer,yes,Phoenix,,,no,yes,1980,Niemer,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
dfeveron,Fever SOS,World,,yes,Dangun Feveron,CAVE 68000,,no,no,1998,CAVE,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
ffightj1,"Final Fight (JP, 900112)",Japan,900112,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj2,"Final Fight (JP, 900305)",Japan,900305,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj3,"Final Fight (JP, 900405)",Japan,900405,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj4,"Final Fight (JP, 900613)",Japan,900613,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj,Final Fight (JP),Japan,,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightua,"Final Fight (US, 900112)",USA,900112,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightub,"Final Fight (US, 900424)",USA,900424,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightuc,"Final Fight (US, 900613)",USA,900613,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightu,"Final Fight (US, Set 1)",USA,Set 1,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightu1,"Final Fight (US, Set 2)",USA,Set 2,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffight,"Final Fight (W, Set 1)",World,Set 1,no,,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffighta,"Final Fight (W, Set 2)",World,Set 2,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightae,Final Fight 30th Anniversary Edition [hb],,,yes,Final Fight,Capcom CPS-1,Final Fight,yes,no,2020,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,3
fpoint1,"Flash Point (JP, Set 1)",Japan,"Set 1, FD1094 317-0127A",yes,Flash Point,Sega System 16B,,no,no,1989,Sega,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
fpoint,"Flash Point (JP, Set 2)",Japan,"Set 2, FD1094 317-0127A",no,,Sega System 16B,,no,no,1989,Sega,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
flicky,"Flicky (128k Version, 315-5051)",,"128k Version, 315-5051",no,,Sega System 1,,no,no,1984,Sega,Platform,,15kHz,horizontal,,,2 (alternating),2-way horizontal,,1
foodfc,Food Fight (Cocktail),,Cocktail,yes,Food Fight,,,no,no,1982,General Computer Corporation / Atari,Arena,,15kHz,horizontal,,,2 (alternating),8-way,,1
foodf1,Food Fight (Rev 1),,Rev 1,yes,Food Fight,,,no,no,1982,General Computer Corporation / Atari,Arena,,15kHz,horizontal,,,2 (alternating),8-way,,1
foodf2,Food Fight (Rev 2),,Rev 2,yes,Food Fight,,,no,no,1982,General Computer Corporation / Atari,Arena,,15kHz,horizontal,,,2 (alternating),8-way,,1
foodf,Food Fight (Rev 3),,Rev 3,no,,,,no,no,1982,General Computer Corporation / Atari,Shooter - Multidirectional,,15kHz,horizontal,,,2 (alternating),8-way,,1
forgottnua,"Forgotten Worlds (US, Rev A, 88616B)",USA,"Rev A, 88616B",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnuaa,"Forgotten Worlds (US, Rev AA, 88618B-2)",USA,"Rev AA, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnuc,"Forgotten Worlds (US, Rev C, 88618B-2)",USA,"Rev C, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnu,"Forgotten Worlds (US, Rev C, 88621B-2)",USA,"Rev C, 88621B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnue,"Forgotten Worlds (US, Rev E, 88618B-2)",USA,"Rev E, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottn,"Forgotten Worlds (W, Newer)",World,Newer,no,,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
forgottna,Forgotten Worlds (W),World,,yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
frenzy,Frenzy (Rev RA1),,Rev RA1,no,,,,no,no,1981,Stern,Shooter - Multidirectional,,15kHz,horizontal,,,2 (alternating),8-way,,1
frogger,Frogger (Konami Bugfixed),,Konami Bugfixed,no,,,,no,no,1981,Konami,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,0
frogger,"Frogger (Sega, Set 2)",,"Sega, Set 2",no,,,,no,no,1981,Konami,Platform - Climb,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
futurespy,Future Spy,,,no,,,,,,1982,Sega/Gremlin,Shooter - Isometric,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,2
galagaef,Galaga (Enduring Freedom) [hb],,,yes,Galaga,,Galaga,yes,no,1981,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galagamf,"Galaga (Fast Shoot, Set 1)",,"Fast Shoot, Set 1",yes,Galaga,,Galaga,no,no,1981,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galagads,Galaga (Fast Shoot) [hb],,Fast Shoot,yes,Galaga,,Galaga,yes,no,1981,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galagamw,"Galaga (Midway, Set 1)",,"Midway, Set 1",no,,,Galaga,no,no,1981,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaga,Galaga (Namco Rev. B),,Namco Rev. B,yes,Galaga,,Galaga,no,no,1981,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaga,Galaga (Namco),,Namco,yes,Galaga,,Galaga,no,no,1981,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaga3a,Galaga 3 (GP3 Rev C),,GP3 Rev C,yes,Gaplus,,Galaga,no,no,1984,Namco,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,1
galaga3,Galaga 3 (GP3 Rev D),,GP3 Rev D,yes,Gaplus,,Galaga,no,no,1984,Namco,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,1
galaga3b,Galaga 3 (GP3),,GP3,yes,Gaplus,,Galaga,no,no,1984,Namco,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,1
galaga3c,Galaga 3 (Set 4),,Set 4,yes,Gaplus,,Galaga,no,no,1984,Namco,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,1
galaga3m,Galaga 3 (Set 5),,Set 5,yes,Gaplus,,Galaga,no,no,1984,Namco,Shooter - Gallery,,15kHz,vertical (cw),no,,2 (alternating),2-way horizontal,,1
galagost,Galaga Ghost (Set 1) [hb],,Set 1,yes,Galaga,,Galaga,yes,no,1981,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galagosb,Galaga Ghost (Set 2) [hb],,Set 2,yes,Galaga,,Galaga,yes,no,1981,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galgaxin,Galagalaxian [hb],,,yes,Galaga,,Galaxian,yes,no,1979,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaped,Galapede (Fast Shoot) [hb],,Fast Shoot,yes,Galaga,,Galaxian,yes,no,1980,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
buglaxn,Galaxian (Bug Sprites) [hb],,Bug Sprites,yes,Galaxian,,Galaxian,yes,no,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxiabh,Galaxian (Edition) [hb],,Edition,yes,Galaxian,,Galaxian,yes,no,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxiani,Galaxian (Irem),,Irem,yes,Galaxian,,Galaxian,no,no,1979,Namco / Irem,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxkyo,Galaxian (Kyoko) [hb],,Kyoko,yes,Galaxian,,Galaxian,yes,no,1979,Namco / Kyoko,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxian,"Galaxian (Namco, Set 1)",,"Namco, Set 1",no,,,Galaxian,no,no,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxni,Galaxian (New Invasion) [hb],,New Invasion,yes,Galaxian,,Galaxian,yes,no,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxianm,Galaxian (Set 1),,Set 1,yes,Galaxian,,Galaxian,no,no,1979,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxbsf,Galaxian (Set 1) [bl],,Set 1,yes,Galaxian,,Galaxian,no,yes,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxianmo,Galaxian (Set 2),,Set 2,yes,Galaxian,,Galaxian,no,no,1979,Namco / Midway,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxianbl,Galaxian (Set 2) [bl],,Set 2,yes,Galaxian,,Galaxian,no,yes,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxbsf2,Galaxian (Set 3) [bl],,Set 3,yes,Galaxian,,Galaxian,no,yes,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxianbl2,Galaxian (Set 4) [bl],,Set 4,yes,Galaxian,,Galaxian,no,yes,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxrf,Galaxian (Spanish) [bl],,Spanish,yes,Galaxian,,Galaxian,no,yes,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galaxiant,Galaxian (Taito),,Taito,yes,Galaxian,,Galaxian,no,no,1979,Namco / Taito,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galap4,Galaxian Part 4 [hb],,,yes,Galaxian,,Galaxian,yes,no,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galapx,Galaxian Part X (Moonaln) [hb],,Moonaln,yes,Galaxian,,Galaxian,yes,no,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galturbo,Galaxian Turbo (Superg),,Superg,yes,Galaxian,,Galaxian,no,no,1979,Namco,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galemp,Galaxy Empire [bl],,,yes,UniWar S,,Galaxian,no,yes,1980,Taito,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
galxwars,"Galaxy Wars (Universal, Set 1)",,"Universal, Set 1",no,,,Galaxian,no,no,1979,Universal,Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),2-way horizontal,,1
ganbare,"Ganbare! Marine Kun (JP, 2K0411)",Japan,2K0411,no,,Capcom CPS-1,,no,no,2000,Capcom,Shooter - Gallery,,15kHz,horizontal,n/a,,1,4-way,,2
gaous,Gaous [hb],,,yes,Xevious,,,yes,no,1982,Namco,Shooter - Vertical,,15kHz,vertical (cw),no,,2 (alternating),8-way,,2
gaplus,Gaplus (GP2 Rev B),,GP2 Rev B,no,,,Galaxian,no,no,1984,Namco,Shooter - Vertical,,15kHz,vertical (cw),no,,2 (alternating),8-way,,1
gaplusa,Gaplus (GP2),,GP2,yes,Gaplus,,Galaxian,no,no,1984,Namco,Shooter - Vertical,,15kHz,vertical (cw),no,,2 (alternating),8-way,,1
gaplust,Gaplus (Tecfri PCB),,Tecfri PCB,yes,Gaplus,,Galaxian,no,no,1984,Namco,Shooter - Vertical,,15kHz,vertical (cw),no,,2 (alternating),8-way,,1
gardia,Gardia (317-0006),,317-0006,no,,Sega System 1,,no,no,1986,Sega / Coreland,Shooter - Vertical,,15kHz,vertical (ccw),no,,2 (alternating),8-way,,2
gardia,"Gardia (Japanese, 317-0006)",Japan,317-0006,yes,Gardia,Sega System 1,,no,no,1986,Sega / Coreland,Shooter - Vertical,,15kHz,vertical (ccw),no,,2 (alternating),8-way,,2
gatsbee,Gatsbee,,,yes,Galaga,,,no,no,1984,Uchida,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,1
gauntlet2pr3,"Gauntlet (2 Players, Rev 3)",,"2 Players, Rev 3",yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntlet2p,"Gauntlet (2 Players, Rev 6)",,"2 Players, Rev 6",yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntlet2pg1,"Gauntlet (DE, 2 Player, Rev 1)",Germany,"2 Player, Rev 1",yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntlet2pg,"Gauntlet (DE, 2 Players, Rev 4)",Germany,"2 Players, Rev 4",yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletg,"Gauntlet (DE, Rev 10)",Germany,Rev 10,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletgr3,"Gauntlet (DE, Rev 3)",Germany,Rev 3,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletgr6,"Gauntlet (DE, Rev 6)",Germany,Rev 6,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletgr8,"Gauntlet (DE, Rev 8)",Germany,Rev 8,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletr8,"Gauntlet (DE, Rev 8)",Germany,Rev 8,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntlets,"Gauntlet (ES, Rev 15)",Spain,Rev 15,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntlet2pj2,"Gauntlet (JP, 2 Players, Rev 2)",Japan,"2 Players, Rev 2",yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntlet2pj,"Gauntlet (JP, 2 Players, Rev 5)",Japan,"2 Players, Rev 5",yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletj12,"Gauntlet (JP, Rev 12)",Japan,Rev 12,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletj,"Gauntlet (JP, Rev 13)",Japan,Rev 13,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletr1,Gauntlet (Rev 1),,Rev 1,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntlet,Gauntlet (Rev 14),,Rev 14,no,,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletr2,Gauntlet (Rev 2),,Rev 2,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletr4,Gauntlet (Rev 4),,Rev 4,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletr5,Gauntlet (Rev 5),,Rev 5,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletr7,Gauntlet (Rev 7),,Rev 7,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gauntletr9,Gauntlet (Rev 9),,Rev 9,yes,Gauntlet,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gaunt2,Gauntlet II,,,no,,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gaunt22p1,"Gauntlet II (2 Players, Rev 1)",,"2 Players, Rev 1",yes,Gauntlet II,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gaunt22p,"Gauntlet II (2 Players, Rev 2)",,"2 Players, Rev 2",yes,Gauntlet II,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gaunt22pg,"Gauntlet II (DE, 2 Players)",Germany,2 Players,yes,Gauntlet II,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gaunt2g,Gauntlet II (DE),Germany,,yes,Gauntlet II,,Gauntlet,no,no,1985,Atari,Shooter - Multidirectional,,15kHz,horizontal,,,4,8-way,,2
gaylaxn,Gaylaxian [hb],,,yes,Galaxian,,,yes,no,1979,The Dog,Shooter - Gallery,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
gemini,Gemini Wing,,,no,,Tecmo,,no,no,1987,Tecmo,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
gng,"Ghosts'n Goblins (W, JT, Set 1)",World,"JT, Set 1",no,,Capcom CPS-0,Ghosts 'n,no,no,1985,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
ghoulsu,Ghouls'n Ghosts (US),USA,,yes,Ghouls 'n Ghosts,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
ghouls,"Ghouls'n Ghosts (W, Patched)",World,Patched,yes,Ghouls 'n Ghosts,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
ghouls,Ghouls'n Ghosts (W),World,,no,,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
