setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
ddsomj,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960619)",Japan,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomjr1,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960206)",Japan,960206,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomjr2,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960223)",Japan,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomr1,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960223)",Europe,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomr2,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960209)",Europe,960209,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomr3,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960208)",Europe,960208,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomu,"Dungeons &amp; Dragons- Shadow over Mystara (US, 960619)",USA,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomud,"Dungeons &amp; Dragons- Shadow over Mystara (US, Phoenix Edition) [bl]",USA,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,yes,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomur1,"Dungeons &amp; Dragons- Shadow over Mystara (US, 960209)",USA,960209,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtod,"Dungeons &amp; Dragons- Tower of Doom (EU, 940412)",Europe,940412,no,,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtoda,"Dungeons &amp; Dragons- Tower of Doom (AS, 940412)",Asia,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodar1,"Dungeons &amp; Dragons- Tower of Doom (AS, 940113)",Asia,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodd,"Dungeons &amp; Dragons- Tower of Doom (EU, Phoenix Edition) [bl]",Europe,Phoenix Edition,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,yes,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodh,"Dungeons &amp; Dragons- Tower of Doom (HS, 940412)",Hispanic,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodhr1,"Dungeons &amp; Dragons- Tower of Doom (HS, 940125)",Hispanic,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodhr2,"Dungeons &amp; Dragons- Tower of Doom (HS, 940113)",Hispanic,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodj,"Dungeons &amp; Dragons- Tower of Doom (JP, 940412)",Japan,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodjr1,"Dungeons &amp; Dragons- Tower of Doom (JP, 940125)",Japan,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodjr2,"Dungeons &amp; Dragons- Tower of Doom (JP, 940113)",Japan,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodr1,"Dungeons &amp; Dragons- Tower of Doom (EU, 940113)",Europe,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodu,"Dungeons &amp; Dragons- Tower of Doom (US, 940125)",USA,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodur1,"Dungeons &amp; Dragons- Tower of Doom (US, 940113)",USA,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddux,"Dynamite Dux (W, Set 3)",World,"Set 3, FD1094 317-0096",no,Dynamite Dux,Sega System 16,,no,no,1988,Sega,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,2
ddux1,"Dynamite Dux (W, Set 1)",World,"Set 1, 8751 317-0095",yes,Dynamite Dux,Sega System 16,,no,no,1988,Sega,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,2
dduxj,"Dynamite Dux (JP, Set 2)",Japan,"Set 2, FD1094 317-0094",yes,Dynamite Dux,Sega System 16,,no,no,1988,Sega,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,2
defender,Defender (Red Label),World,Red Label,no,,Williams 1st Generation,,no,no,1980,Williams,Shooter - Flying Horizontal,,15kHz,horizontal,,,1,2-way vertical,,5
defense,"Defense (W, S16B)",World,"S16B, FD1089A 317-0028",yes,SDI,Sega System 16,,no,no,1987,Sega,Shooter - Command,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,1
demoderm,Demolition Derby (MCR-3 Mono Board Version),World,MCR-3 Mono Board Version,no,,Midway MCR3,,no,no,1984,Bally - Midway,Driving - Demolition Derby,,15kHz,horizontal,,,4 (simultaneous),2-way horizontal,,2
devilfsg,Devil Fish (Galaxian Hardware),World,Galaxian Hardware,no,,Namco Galaxian based,,no,no,1984,Vision - Artic,Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),4-way,,1
devzone,Devil Zone,World,,no,,Universal Cosmic hardware,,no,no,1980,Universal,Shooter - Gallery,,15kHz,vertical (ccw),yes,,2 (alternating),2-way,,1
dfeveron,Dangun Feveron,World,,no,,CAVE 68000,,no,no,1998,CAVE,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
dfjail,The Destroyer From Jail (KR),Korea,,no,The Destroyer From Jail,Sega System 16,,no,no,1991,Philko,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
digdug,Dig Dug (Rev 2),World,Rev 2,no,,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze - Digging,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
digdug1,Dig Dug (Rev 1),World,Rev 1,yes,Dig Dug,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze - Digging,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
digdug2,Dig Dug II (New Ver),World,New Ver,no,Dig Dug II,Namco Super Pac-Man hardware,Dig Dug,no,no,1985,Namco,Maze - Collect,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,2
digdug2o,Dig Dug II (Old Ver),World,Old Ver,yes,Dig Dug II,Namco Super Pac-Man hardware,Dig Dug,no,no,1985,Namco,Maze - Collect,,15kHz,vertical (cw),no,,2 (alternating),4-way,,2
digdugat,"Dig Dug (Atari, Rev 2)",World,"Atari, Rev 2",yes,Dig Dug,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze - Digging,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
digdugat1,"Dig Dug (Atari, Rev 1)",World,"Atari, Rev 1",yes,Dig Dug,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze - Digging,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
digsid,Dig Dug (Sidam),World,Sidam,yes,Dig Dug,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze - Digging,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dimahoo,"Dimahoo (EU, 000121)",Europe,000121,no,,Capcom CPS-2,,no,no,2000,Eighting - Raizing - Capcom,Shooter - Flying Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n-a,3
dimahoou,"Dimahoo (US, 000121)",USA,000121,yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting - Raizing - Capcom,Shooter - Flying Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n-a,3
dimahoud,"Dimahoo (US, Phoenix Edition) [bl]",USA,000121,yes,Dimahoo,Capcom CPS-2,,no,yes,2000,Eighting - Raizing - Capcom,Shooter - Flying Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n-a,3
dino,"Cadillacs and Dinosaurs (W, 930201)",World,930201,no,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dinoa,"Cadillacs and Dinosaurs (AS, 930223)",Asia,930223,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dinohunt,"Dinosaur Hunter (CN, CPS1) [bl]",China,"Cadillacs and Dinosaurs, CPS1, Chinese",yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,yes,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dinoj,"Cadillacs- Kyouryuu Shin Seiki (JP, 930201)",Japan,930201,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dinou,"Cadillacs and Dinosaurs (US, 930201)",USA,930201,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dizzy,Dizzy Ghost- A Reversal of Roles [hb],World,,yes,Pac-Man,Namco Pac-Man hardware,,yes,no,1980,Atari,Maze - Collect,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
dkfreerun,Donkey Kong Freerun Edition (Freerun) [hb],World,Freerun,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkgensan,"Daiku no Gensan (JP, M84 hardware)",Japan,,yes,Daiku no Gensan,Irem M72,,no,no,1990,Irem,Platform - Fighter Scrolling,,15kHz,horizontal,,,2 (alternating),8-way,,2
dkgensanm72,"Daiku no Gensan (JP, M72 hardware)",Japan,,no,Daiku no Gensan,Irem M72,,no,no,1990,Irem,Platform - Fighter Scrolling,,15kHz,horizontal,,,2 (alternating),8-way,,2
dkong,"Donkey Kong (US, Set 1)",USA,Set 1,no,,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
dkong2m,Donkey Kong (2 Marios) [hb],World,2 Marios,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkong3,Donkey Kong 3 (US),USA,,no,,Donkey Kong hardware,Donkey Kong,no,no,1983,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
dkong3b,Donkey Kong 3 [bl],World,,yes,Donkey Kong 3,Donkey Kong hardware,Donkey Kong,no,yes,1984,,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongbcc,Donkey Kong (Barrel Control Coloring) [hb],World,Barrel Control Coloring,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongex,Donkey Kong Foundry (Foundry) [hb],World,Foundry,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongf,"Donkey Kong Foundry (Foundry, Hack) [hb]",World,"Foundry, Hack",yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkonghrd,Donkey Kong (Hard),World,Hard,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongj,"Donkey Kong (JP, Set 1)",Japan,Set 1,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongjo,"Donkey Kong (JP, Set 2)",Japan,Set 2,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongjo1,"Donkey Kong (JP, Set 3)",Japan,Set 3,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongjr,"Donkey Kong Junior (US, Set F-2)",USA,Set F-2,no,Donkey Kong Junior,Donkey Kong hardware,Donkey Kong,no,no,1982,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
dkongjrj,Donkey Kong Jr. (JP),Japan,,yes,Donkey Kong Junior,Donkey Kong hardware,Donkey Kong,no,no,1982,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
dkongo,"Donkey Kong (US, Set 2)",USA,Set 2,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongp,Donkey Kong (Patched) [hb],World,Patched,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongpac,Donkey Kong (Pac-Man GFX) [hb],World,Pac-Man GFX,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongpe,"Donkey Kong (Pauline, Rev 5) [hb]",World,"Pauline, Rev 5",yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongrev,Donkey Kong Reverse [hb],World,,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkpace,Donkey Kong Pace (Pace) [hb],World,Pace,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkrainbow,Rainbow Donkey Kong [hb],World,,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkrdemo,"Donkey Kong (Remix, Rev 1.8) [hb]",World,"Remix, Rev 1.8",yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dktrainer,Donkey Kong Trainer (v1.01) [hb],World,v1.01,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Run Jump,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dland,Dream Land- Super Dream Land (Bubble Bobble) [bl],World,Bubble Bobble,yes,Bubble Bobble,Taito Bubble Booble based,Bubble Bobble,no,yes,1986,Taito,Platform - Run Jump,,15kHz,horizontal,n-a,,2 (simultaneous),2-way horizontal,,2
dogosoke,Dogou Souken,Japan,,yes,Victory Road,SNK Triple Z80,,no,no,1986,SNK,Shooter - Walking,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
dokaben,Dokaben (JP),Japan,,no,Dokaben,Capcom Mitchell,Dokaben,no,no,1989,Capcom,Sports - Cards,,15kHz,horizontal,,,2 (simultaneous),8-way,,2
domino,Domino Man,World,,no,,Midway MCR2,,no,no,1982,Bally - Midway,Maze - Blocks,,15kHz,horizontal,,,2 (alternating),4-way,,1
dominos,Dominos,World,,no,,Atari 6502,,no,no,1977,Atari,Maze - Surround,,15kHz,horizontal,,,2 (simultaneous),4-way,,0
donpachi,DonPachi,World,,no,DonPachi,CAVE 68000,DonPachi,no,no,1995,CAVE,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
donpachihk,DonPachi (HK),Hong Kong,,yes,DonPachi,CAVE 68000,DonPachi,no,no,1995,CAVE,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
donpachij,DonPachi (JP),Japan,,no,DonPachi,CAVE 68000,DonPachi,no,no,1995,CAVE,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
donpachijs,"DonPachi (JP, Satsuei Ver)",Japan,Satsuei Version,yes,DonPachi,CAVE 68000,DonPachi,no,no,1995,CAVE,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
donpachikr,DonPachi (KR),Korea,,yes,DonPachi,CAVE 68000,DonPachi,no,no,1995,CAVE,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
dorodon,Dorodon (Set 1),World,Set 1,no,,Universal Lady Bug,,no,no,1982,UPL,Maze - Collect,,15kHz,vertical (ccw),no,,2 (alternating),4-way,,0
dorodon2,Dorodon (Set 2),World,Set 2,yes,Dorodon,Universal Lady Bug,,no,no,1982,UPL,Maze - Collect,,15kHz,vertical (ccw),no,,2 (alternating),4-way,,0
dotrikun,Dottori-Kun (New),World,New,no,,Dottori-Kun hardware,,no,no,1990,Sega,Maze - Driving,,15kHz,horizontal,no,,1,8-way,,2
dotrikun2,Dottori-Kun (Old),World,Old,no,,Dottori-Kun hardware,,no,no,1990,Sega,Maze - Driving,,15kHz,horizontal,no,,1,8-way,,2
dotriman,Dottori-Man Jr [hb],World,,no,,Dottori-Kun hardware,,yes,no,1990,Chris Covell,Maze - Driving,,15kHz,horizontal,no,,1,8-way,,2
dotron,Discs of Tron,World,,no,,Midway MCR3,Tron,no,no,1983,Bally - Midway,Sports - Misc.,,15kHz,horizontal,,,1,8-way,,4
dotrona,Discs of Tron (Alt.),World,Alt.,yes,Discs of Tron,Midway MCR3,,no,no,1983,Bally - Midway,Sports - Misc.,,15kHz,horizontal,,,1,8-way,,4
dremshpr,Dream Shopper,World,,no,,Namco Pac-Man hardware,,no,no,1982,Sanritsu,Puzzle - Maze,,15kHz,vertical (ccw),yes,,2 (alternating),4-way,,1
drgninja,"Dragonninja (JP, Rev. 1)",Japan,Rev. 1,no,Bad Dudes vs. Dragonninja,Data East MEC-M1,,no,no,1988,Data East,Platform - Fighter Scrolling,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,2
dstlk,"Darkstalkers- The Night Warriors (EU, 940705)",Europe,940705,no,,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
dstlka,"Darkstalkers- The Night Warriors (AS, 940705)",Asia,940705,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
dstlkh,"Darkstalkers- The Night Warriors (HS, 940818)",Hispanic,940818,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
dstlku,"Darkstalkers- The Night Warriors (US, 940818)",USA,940818,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
dstlku1d,"Darkstalkers- The Night Warriors (US, Phoenix Edition) [bl]",USA,940818,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,yes,1994,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
dstlkur1,"Darkstalkers- The Night Warriors (US, 940705)",USA,940705,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighter - Versus,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,6
dumpmtmt,"Dump Matsumoto (JP, 317-0011a)",Japan,317-0011a,yes,Body Slam,Sega System 16,,no,no,1986,Sega,Sports - Wrestling,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
dunkshot,"Dunk Shot (W, Rev C)",World,"Rev C, FD1089A 317-0022",no,Dunk Shot,Sega System 16,,,,1987,Sega,Sports - Basketball,,15kHz,horizontal,,,4 (simultaneous),,,
dunkshota,"Dunk Shot (W, Rev A)",World,"Rev A, FD1089A 317-0022",yes,Dunk Shot,Sega System 16,,,,1987,Sega,Sports - Basketball,,15kHz,horizontal,,,4 (simultaneous),,,
dunkshoto,"Dunk Shot (W, 317-0022)",World,FD1089A 317-0022,yes,Dunk Shot,Sega System 16,,,,1987,Sega,Sports - Basketball,,15kHz,horizontal,,,4 (simultaneous),,,
dynwar,"Dynasty Wars (US, 89624B)",USA,89624B,no,,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
dynwara,"Dynasty Wars (US, 88622B-3)",USA,88622B-3,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
dynwarj,Tenchi wo Kurau (JP),Japan,,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
dynwarjr,"Tenchi wo Kurau (JP, Resale)",Japan,Resale,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Fighter - 2.5D,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
ebases,Extra Bases,World,,no,,Midway Astrocade,,no,no,1980,Dave Nutting Associates - Midway,Sports - Baseball,,15kHz,horizontal,,,2 (simultaneous),,trackball,1
ecofghtr,"Eco Fighters (W, 931203)",World,931203,no,,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
ecofghtra,"Eco Fighters (AS, 931203)",Asia,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
ecofghtrd,"Eco Fighters (W, Phoenix Edition) [bl]",World,Phoenix Edition,yes,,Capcom CPS-2,,no,yes,1993,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
ecofghtrh,"Eco Fighters (HS, 931203)",Hispanic,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
ecofghtru,"Eco Fighters (US, 940215)",USA,940215,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
ecofghtru1,"Eco Fighters (US, 931203)",USA,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Flying Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
eeekkp,Eeek! (Pac-Man Conversion),World,Pac-Man Conversion,no,,Namco Pac-Man hardware,,no,no,1984,Epos Corporation,Platform - Run Jump,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
eggor,Eggor,World,,no,,Namco Pac-Man hardware,,no,no,1983,Telko,Maze - Shooter Small,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
eltonpac,Elton Pac [hb],World,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Marcel Silvius,Maze - Collect,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
esprade,ESP Ra.De.,World,,no,,CAVE 68000,,no,no,1998,CAVE,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
espradej,ESP Ra.De. (JP),Japan,,no,ESP Ra.De.,CAVE 68000,,no,no,1998,CAVE,Shooter - Flying Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
