setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
cotton,"Cotton (W, Set 4)",World,Set 4,no,Cotton,Sega System 16,Cotton,no,no,1991,Sega,Shooter - Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
cottonj,"Cotton (JP, Set 2, Rev B)",Japan,"Set 2, Rev B",yes,Cotton,Sega System 16,Cotton,no,no,1991,Sega,Shooter - Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
cottonja,"Cotton (JP, Set 1, Rev A)",Japan,"Set 1, Rev A",yes,Cotton,Sega System 16,Cotton,no,no,1991,Sega,Shooter - Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
cottonu,"Cotton (US, Set 3)",USA,Set 3,yes,Cotton,Sega System 16,Cotton,no,no,1991,Sega,Shooter - Horizontal,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
countryc,Country Club,World,,no,Country Club,SNK Triple Z80,,no,no,1988,SNK,Sports - Golf,,15kHz,vertical (cw),,,2 (alternating),8-way,,2
crackhea,Crackhead [hb],,,yes,Mappy,Namco Super Pac-Man hardware,,yes,no,1980,Namco,Maze,,15kHz,vertical (cw),yes,,2 (alternating),2-way horizontal,,1
crater,Crater Raider,,,no,,Midway MCR3,,no,no,1984,Bally,Shooter - Multidirectional,,15kHz,horizontal,,,1,2-way vertical,tilt,2
crazypac,Crazy Pac [hb],,,yes,Pac-Man,Namco Pac-Man hardware,Pac-Man,yes,no,1980,Tim Appleton,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
crbaloon,Crazy Balloon,,,no,,Taito Z80,,no,no,1980,Taito,Maze,,15kHz,vertical (ccw),no,,2 (alternating),8-way,,1
crossbld,Cross Blades! (Japan),Japan,,yes,Blade Master,Irem M92,Blade Master,no,no,1991,Irem,Shooter - Horizontal,,15kHz,horizontal,,,2 (simultaneous),8-way,,2
crush2,Crush Roller (Set 2),,Set 2,no,,Exidy Licensed,,no,no,1981,"Alpha Denshi - Kural Esco Electric, Ltd.",Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
csclub,"Capcom Sports Club (EU, 971017)",Europe,971017,no,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
csclub1,"Capcom Sports Club (EU, 970722)",Europe,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
csclub1d,"Capcom Sports Club (EU, Phoenix Edition) [bl]",Europe,Phoenix Edition,yes,Capcom Sports Club,Capcom CPS-2,,no,yes,1997,Capcom,Sports,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
cscluba,"Capcom Sports Club (AS, 970722)",Asia,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
csclubh,"Capcom Sports Club (HS, 970722)",Hispanic,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
csclubj,"Capcom Sports Club (JP, 970722)",Japan,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
csclubjy,"Capcom Sports Club (JP, Rental Version)",Japan,Rental Version,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,3
cworld,Capcom World (Japan),Japan,,no,Capcom World,Capcom Mitchell,,no,no,1989,Capcom,Quiz,,15kHz,horizontal,,,2 (simultaneous),,,4
cworld2j,"Adventure Quiz Capcom 2 (JP, 920611)",Japan,920611,no,Adventure Quiz Capcom World 2,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n-a,,2 (simultaneous),n-a,n-a,4
cworld2ja,"Adventure Quiz Capcom 2 (JP, 920611, B-Board 90629B-3, no battery)",Japan,"920611, B-Board 90629B-3, no battery",yes,Adventure Quiz Capcom World 2,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n-a,,2 (simultaneous),n-a,n-a,4
cworld2jb,"Adventure Quiz Capcom 2 (JP, 920611, B-Board 91634B-2)",Japan,"920611, B-Board 91634B-2",yes,Adventure Quiz Capcom World 2,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n-a,,2 (simultaneous),n-a,n-a,4
cybots,"Cyberbots- Fullmetal Madness (EU, 950424)",Europe,950424,no,,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,4
cybotsj,"Cyberbots: Fullmetal Madness (JP, 950420)",Japan,950420,yes,Cyberbots Fullmetal Madness,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,4
cybotsjd,"Cyberbots- Fullmetal Madness (JP, 940524)",Japan,940524,yes,Cyberbots Fullmetal Madness,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,4
cybotsu,"Cyberbots- Fullmetal Madness (US, 950420)",USA,950420,yes,Cyberbots Fullmetal Madness,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,4
cybotsud,"Cyberbots: Fullmetal Madness (US, Phoenix Edition) [bl]",USA,950420,yes,Cyberbots Fullmetal Madness,Capcom CPS-2,,no,yes,1995,Capcom,Fighting,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,4
daimakai,Daimakaimura (JP),Japan,,no,,Capcom CPS-0,Ghosts 'n,no,no,1988,Capcom,Platform,,15kHz,horizontal,n-a,,2 (alternating),4-way,,2
daimakair,"Daimakaimura (JP, Resale)",Japan,Resale,yes,Ghouls 'n Ghosts,Capcom CPS-0,Ghosts 'n,no,no,1988,Capcom,Platform,,15kHz,horizontal,n-a,,2 (alternating),4-way,,2
dairesya,Dai Ressya Goutou (Ver. K),Japan,,yes,,Konami Double Dribble based,,no,no,1986,Konami,Run 'n' Gun - Horizontal,,15kHz,horizontal,,,2 (alternating),8-way,,3
dakkochn,Dakkochan House (MC-8123),World,MC-8123,no,,Sega System 1,,no,no,1987,Sega,Mahjong - Adult,,15kHz,horizontal,,,2 (simultaneous),8-way,,2
dangar,Ufo Robo Dangar (4-07-1987),World,,no,Ufo Robo Dangar,Nichibutsu Z80 (Galivan),Ufo Robo Dangar,no,no,1987,Nichibutsu,Shooter - Vertical,,15kHz,vertical,,,2 (alternating),8-way,,3
darkplnt,Dark Planet,,,no,,Konami Scramble based,,no,no,1982,Stern,Shooter - Multidirectional,,15kHz,horizontal,,,1,2-way horizontal,,2
dbreedjm72,Dragon Breed (Japan),Japan,,no,Dragon Breed,Irem M72,,no,no,1989,Irem,Shooter - Horizontal,,15kHz,horizontal,,,2 (alternating),8-way,,2
ddonpach,DoDonPachi,World,,no,DoDonPachi,CAVE 68000,Donpachi,no,no,1997,CAVE,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
ddonpacha,DoDonPachi (Arrange),World,,no,DoDonPachi,CAVE 68000,Donpachi,no,no,2012,CAVE,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
ddonpachj,DoDonPachi (JP),Japan,,no,DoDonPachi,CAVE 68000,Donpachi,no,no,1997,CAVE,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
ddragon,Double Dragon (JP),Japan,,no,Double Dragon,Technos 6309 based,,no,no,1987,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragon2,Double Dragon II- The Revenge (W),World,,yes,Double Dragon,Technos 6309 based,,no,no,1988,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragon2j,Double Dragon II- The Revenge (JP),Japan,,no,Double Dragon,Technos 6309 based,,no,no,1988,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragon2u,Double Dragon II- The Revenge (US),USA,,yes,Double Dragon,Technos 6309 based,,no,no,1988,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragonb2,Double Dragon (bootleg),World,,yes,Double Dragon,Technos 6309 based,,no,yes,1987,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragonu,"Double Dragon (US, Set 1)",USA,,yes,Double Dragon,Technos 6309 based,,no,no,1987,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragonua,"Double Dragon (US, Set 2)",USA,,yes,Double Dragon,Technos 6309 based,,no,no,1987,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragonub,"Double Dragon (US, Set 3)",USA,,yes,Double Dragon,Technos 6309 based,,no,no,1987,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragonw,"Double Dragon (W, Set 1)",World,,yes,Double Dragon,Technos 6309 based,,no,no,1987,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddragonw1,"Double Dragon (W, Set 2)",World,,yes,Double Dragon,Technos 6309 based,,no,no,1987,Technos Japan,Beat 'em Up,,15kHz,horizontal,,,2 (simultaneous),8-way,,3
ddsom,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960619)",Europe,960619,no,,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsoma,"Dungeons &amp; Dragons- Shadow over Mystara (AS, 960619)",Asia,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomar1,"Dungeons &amp; Dragons- Shadow over Mystara (AS, 960208)",Asia,960208,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomb,"Dungeons &amp; Dragons- Shadow over Mystara (W, 960223)",World,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomh,"Dungeons &amp; Dragons- Shadow over Mystara (HS, 960223)",Hispanic,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomj,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960619)",Japan,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomjr1,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960206)",Japan,960206,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomjr2,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960223)",Japan,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomr1,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960223)",Europe,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomr2,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960209)",Europe,960209,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomr3,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960208)",Europe,960208,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomu,"Dungeons &amp; Dragons- Shadow over Mystara (US, 960619)",USA,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomud,"Dungeons &amp; Dragons- Shadow over Mystara (US, Phoenix Edition) [bl]",USA,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,yes,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddsomur1,"Dungeons &amp; Dragons- Shadow over Mystara (US, 960209)",USA,960209,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtod,"Dungeons &amp; Dragons- Tower of Doom (EU, 940412)",Europe,940412,no,,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtoda,"Dungeons &amp; Dragons- Tower of Doom (AS, 940412)",Asia,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodar1,"Dungeons &amp; Dragons- Tower of Doom (AS, 940113)",Asia,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodd,"Dungeons &amp; Dragons- Tower of Doom (EU, Phoenix Edition) [bl]",Europe,Phoenix Edition,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,yes,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodh,"Dungeons &amp; Dragons- Tower of Doom (HS, 940412)",Hispanic,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodhr1,"Dungeons &amp; Dragons- Tower of Doom (HS, 940125)",Hispanic,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodhr2,"Dungeons &amp; Dragons- Tower of Doom (HS, 940113)",Hispanic,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodj,"Dungeons &amp; Dragons- Tower of Doom (JP, 940412)",Japan,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodjr1,"Dungeons &amp; Dragons- Tower of Doom (JP, 940125)",Japan,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodjr2,"Dungeons &amp; Dragons- Tower of Doom (JP, 940113)",Japan,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodr1,"Dungeons &amp; Dragons- Tower of Doom (EU, 940113)",Europe,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodu,"Dungeons &amp; Dragons- Tower of Doom (US, 940125)",USA,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddtodur1,"Dungeons &amp; Dragons- Tower of Doom (US, 940113)",USA,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,4 (simultaneous),8-way,n-a,4
ddux,"Dynamite Dux (W, Set 3)",World,"Set 3, FD1094 317-0096",no,Dynamite Dux,Sega System 16,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,2
ddux1,"Dynamite Dux (W, Set 1)",World,"Set 1, 8751 317-0095",yes,Dynamite Dux,Sega System 16,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,2
dduxj,"Dynamite Dux (JP, Set 2)",Japan,"Set 2, FD1094 317-0094",yes,Dynamite Dux,Sega System 16,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,n-a,2
defender,Defender (Red Label),,Red Label,no,,Williams 1st Generation,,no,no,1980,Williams,Shooter - Horizontal,,15kHz,horizontal,,,1,2-way vertical,,5
defense,"Defense (W, S16B)",World,"S16B, FD1089A 317-0028",yes,SDI,Sega System 16,,no,no,1987,Sega,Shoot 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,1
demoderm,Demolition Derby (MCR-3 Mono Board Version),,MCR-3 Mono Board Version,no,,Midway MCR3,,no,no,1984,Bally - Midway,Racing,,15kHz,horizontal,,,4 (simultaneous),2-way horizontal,,2
devilfsg,Devil Fish (Galaxian Hardware),,Galaxian Hardware,no,,Namco Galaxian based,,no,no,1984,Vision - Artic,Maze,,15kHz,vertical (ccw),yes,,2 (alternating),4-way,,1
devzone,Devil Zone,,,no,,Universal Cosmic hardware,,no,no,1980,Universal,,,15kHz,horizontal,,,2 (alternating),2-way,,1
dfeveron,Dangun Feveron,World,,no,,CAVE 68000,,no,no,1998,CAVE,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
dfjail,The Destroyer From Jail (Korea),Korea,,no,The Destroyer From Jail,Sega System 16,,no,no,199?,Philko,Run 'n' gun,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,3
digdug,Dig Dug (Rev 2),,Rev 2,no,,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
digdug1,Dig Dug (Rev 1),,Rev 1,yes,Dig Dug,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
digdug2,Dig Dug II (New Ver),,New Ver,no,Dig Dug II,Namco Super Pac-Man hardware,Dig Dug,no,no,1985,Namco,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,2
digdug2o,Dig Dug II (Old Ver),,Old Ver,yes,Dig Dug II,Namco Super Pac-Man hardware,Dig Dug,no,no,1985,Namco,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,2
digdugat,"Dig Dug (Atari, Rev 2)",,"Atari, Rev 2",yes,Dig Dug,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
digdugat1,"Dig Dug (Atari, Rev 1)",,"Atari, Rev 1",yes,Dig Dug,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
digsid,Dig Dug (Sidam),,Sidam,yes,Dig Dug,Namco Galaga based,Dig Dug,no,no,1982,Namco,Maze,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dimahoo,"Dimahoo (EU, 000121)",Europe,000121,no,,Capcom CPS-2,,no,no,2000,Eighting - Raizing - Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n-a,3
dimahoou,"Dimahoo (US, 000121)",USA,000121,yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting - Raizing - Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n-a,3
dimahoud,"Dimahoo (US, Phoenix Edition) [bl]",USA,000121,yes,Dimahoo,Capcom CPS-2,,no,yes,2000,Eighting - Raizing - Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n-a,3
dino,"Cadillacs and Dinosaurs (W, 930201)",World,930201,no,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dinoa,"Cadillacs and Dinosaurs (AS, 930223)",Asia,930223,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dinohunt,"Dinosaur Hunter (Cadillacs and Dinosaurs, CPS1, Chinese) [bl]",China,"Cadillacs and Dinosaurs, CPS1, Chinese",yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,yes,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dinoj,"Cadillacs- Kyouryuu Shin Seiki (JP, 930201)",Japan,930201,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dinou,"Cadillacs and Dinosaurs (US, 930201)",USA,930201,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n-a,,2 (simultaneous),8-way,,2
dizzy,Dizzy Ghost- A Reversal of Roles [hb],,,yes,Pac-Man,Namco Pac-Man hardware,,yes,no,1980,Atari,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,0
dkfreerun,Donkey Kong Freerun Edition (Freerun) [hb],,Freerun,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkgensan,"Daiku no Gensan (Japan, M84 hardware)",Japan,,yes,Daiku no Gensan,Irem M72,,no,no,1990,Irem,Platform - Fighting,,15kHz,horizontal,,,2 (alternating),8-way,,2
dkgensanm72,"Daiku no Gensan (Japan, M72 hardware)",Japan,,no,Daiku no Gensan,Irem M72,,no,no,1990,Irem,Platform - Fighting,,15kHz,horizontal,,,2 (alternating),8-way,,2
dkong,"Donkey Kong (US, Set 1)",USA,Set 1,no,,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
dkong2m,Donkey Kong (2 Marios) [hb],,2 Marios,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkong3,Donkey Kong 3 (US),USA,,no,,Donkey Kong hardware,Donkey Kong,no,no,1983,Nintendo,Platform - Climb,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
dkong3b,Donkey Kong 3 [bl],,,yes,Donkey Kong 3,Donkey Kong hardware,Donkey Kong,no,yes,1984,,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongbcc,Donkey Kong (Barrel Control Coloring) [hb],,Barrel Control Coloring,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongex,Donkey Kong Foundry (Foundry) [hb],,Foundry,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongf,"Donkey Kong Foundry (Foundry, Hack) [hb]",,"Foundry, Hack",yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkonghrd,Donkey Kong (Hard),,Hard,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongj,"Donkey Kong (JP, Set 1)",Japan,Set 1,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongjo,"Donkey Kong (JP, Set 2)",Japan,Set 2,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongjo1,"Donkey Kong (JP, Set 3)",Japan,Set 3,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongjr,"Donkey Kong Junior (US, Set F-2)",USA,Set F-2,no,Donkey Kong Junior,Donkey Kong hardware,Donkey Kong,no,no,1982,Nintendo,Platform - Climb,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
dkongjrj,Donkey Kong Jr. (Japan),Japan,,yes,Donkey Kong Junior,Donkey Kong hardware,Donkey Kong,no,no,1982,Nintendo,Platform - Climb,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,1
dkongo,"Donkey Kong (US, Set 2)",USA,Set 2,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,no,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongp,Donkey Kong (Patched) [hb],,Patched,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
dkongpac,Donkey Kong (Pac-Man GFX) [hb],,Pac-Man GFX,yes,Donkey Kong,Donkey Kong hardware,Donkey Kong,yes,no,1981,Nintendo,Platform - Climb,,15kHz,vertical (cw),no,,2 (alternating),4-way,,1
